input_table	_c1	tablename	dev_owner	owner_src
gd_cdm.dwd_gd_trvl_automation_penalty_ossdata_di	369466,255686431,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_ads.ads_gd_trvl_badcase_vitiation_detail_di;369466,255686431,gd_cdm.dwd_gd_trvl_route_detour_di,gd_ads.ads_gd_trvl_badcase_vitiation_detail_di	gd_cdm.dwd_gd_trvl_automation_penalty_ossdata_di	369466	369466
gd_cdm.dwd_gd_trvl_circle_detail_di	369466,234128968,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,;201598,247234172,autonavi_navi.dwd_gd_trvl_circle_bad_action_ind,autonavi_navi.dwd_gd_trvl_circle_detail_basic_info;201598,247234172,autonavi_navi.dwd_gd_trvl_circle_parallel_cross_ind,autonavi_navi.dwd_gd_trvl_circle_detail_basic_info;369466,247742297,gd_cdm.dwd_gd_trvl_route_detour_di,;143537,255662538,gd_cdm.dwd_gd_trvl_cont_yaw_di,;143537,264024680,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,autonavi_navi.tmp_dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di;205682,265436755,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_gd_trvl_circle_tag_di;350347,267639907,gd_ads.ads_gd_trvl_change_toll_drv_1d,;168848,254108588,autonavi_navi.dwd_gd_trvl_circle_detail_naviaction,	gd_cdm.dwd_gd_trvl_circle_detail_di	185394	185394
gd_cdm.dwd_gd_trvl_circle_tag_di	143537,204207260,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di;143537,204207260,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,	gd_cdm.dwd_gd_trvl_circle_tag_di	205682	205682
gd_cdm.dwd_gd_trvl_etau_drv_di	223879,254508146,gd_cdm.dwd_gd_trvl_highway_di,autonavi_tinfo.yaw_links_base_gmatch;223879,134262442,gismonitor.yaw_user_match_dd,autonavi_tinfo.circle_choice_sample;300150,185237160,gismonitor.yaw_user_match_dd,autonavi_incubation.source_truck_trace_classification;223879,254508146,gismonitor.yaw_user_match_dd,autonavi_tinfo.yaw_links_base_gmatch	gd_cdm.dwd_gd_trvl_etau_drv_di	143537	143537
gd_cdm.dwd_gd_trvl_evtpub_di	185394,263131727,gd_cdm.dwd_gd_trvl_circle_detail_di,;185394,263131727,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dwd_gd_trvl_circle_detail_di;106847,245529452,autonavi_navi.dwd_gd_trvl_circle_detail_naviaction,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,263131727,gd_cdm.dwd_gd_trvl_cont_yaw_di,gd_cdm.dwd_gd_trvl_circle_detail_di;106847,245529452,gd_ads.ads_gd_trvl_change_toll_drv_1d,gd_cdm.dwd_gd_trvl_circle_detail_di;106847,245529452,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,263131727,gd_ads.ads_gd_trvl_change_toll_drv_1d,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,263131727,autonavi_navi.dwd_gd_trvl_circle_detail_naviaction,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,263131727,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_trvl_circle_detail_di;143537,204207260,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di;106847,245529452,gd_cdm.dwd_gd_trvl_cont_yaw_di,gd_cdm.dwd_gd_trvl_circle_detail_di;143537,204207260,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,;106847,245529452,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dwd_gd_trvl_circle_detail_di;106847,245529452,gd_cdm.dwd_gd_trvl_circle_detail_di,	gd_cdm.dwd_gd_trvl_evtpub_di	143537	143537
gd_cdm.dwd_gd_trvl_evtpub_mi	143537,103440027,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_gd_trvl_evtpub_di;143537,103440027,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.dwd_gd_trvl_evtpub_di;143537,103440027,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.dwd_gd_trvl_evtpub_di	gd_cdm.dwd_gd_trvl_evtpub_mi	143537	143537
gd_cdm.dwd_gd_trvl_flwpub_new_di	185394,263143055,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_split_path_a_di;106847,253469569,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_split_path_a_di;185394,263891418,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_split_path_b_di;185394,263143055,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_split_path_a_di;106847,253481224,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_split_path_b_di;185394,263891418,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_split_path_b_di;106847,253481224,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_split_path_b_di;106847,253469569,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_split_path_a_di	gd_cdm.dwd_gd_trvl_flwpub_new_di	143537	143537
gd_cdm.dwd_gd_trvl_highway_di	369466,238872149,gismonitor.yaw_user_match_dd,gd_cdm.dwd_all_highway_link_detail;369466,238872149,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_all_highway_link_detail;369466,238872149,gd_cdm.dwd_gd_trvl_alley_5link_di,gd_cdm.dwd_all_highway_link_detail;369466,238872149,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_all_highway_link_detail	gd_cdm.dwd_gd_trvl_highway_di	350347	350347
gd_cdm.dwd_gd_trvl_linkpair_trail_di	143537,204207260,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di;350347,266864619,gd_ads.dws_gd_trvl_change_path_di,;143537,204207260,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,;350347,266864619,gd_ads.ads_gd_trvl_change_toll_drv_1d,gd_ads.dws_gd_trvl_change_path_di;369466,269377248,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_ads.mds_gd_trvl_navi_link_invalid_backtrack_di;143537,203992510,gd_cdm.dwd_gd_trvl_circle_detail_di,autonavi_navi.dwd_gd_trvl_car_navi_trail_penalty_drv_di;143537,218660434,gd_ads.dws_gd_trvl_change_path_di,gd_cdm.dwd_gd_trvl_navi_trail_di;143537,218660434,gd_cdm.dwd_gd_trvl_highway_di,gd_cdm.dwd_gd_trvl_navi_trail_di;350347,268019921,gd_ads.dws_gd_trvl_diversity_bad_di,gd_ads.dws_gd_trvl_path_cover_metric_1d;185394,226426913,gd_cdm.dwd_gd_trvl_highway_di,;143537,203992510,gd_cdm.dwd_gd_trvl_circle_detail_di,autonavi_navi.dwd_gd_trvl_car_navi_trail_penalty_drv_di;369466,234128968,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,	gd_cdm.dwd_gd_trvl_linkpair_trail_di	143537	143537
gd_cdm.dwd_gd_trvl_log_trail_di	143537,231508056,gd_cdm.dwd_gd_trvl_nopenalty_path_circle_di,autonavi_navi.dwd_gd_trvl_nopenalty_route_drv_di;369466,234128968,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,;143537,204207260,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di;143537,233474156,gd_cdm.dwd_gd_trvl_opposite_strategy_di,;143537,204001054,gd_cdm.dwd_gd_trvl_circle_detail_di,autonavi_navi.dwd_gd_trvl_car_navi_route_path_penalty_drv_di;143537,204207260,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,;143537,204001054,gd_cdm.dwd_gd_trvl_circle_detail_di,autonavi_navi.dwd_gd_trvl_car_navi_route_path_penalty_drv_di	gd_cdm.dwd_gd_trvl_log_trail_di	143537	143537
gd_cdm.dwd_gd_trvl_navi_drv_di	143537,218660434,gd_ads.dws_gd_trvl_change_path_di,gd_cdm.dwd_gd_trvl_navi_trail_di;350347,258694697,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dim_gd_trvl_navi_di;350347,258694697,gd_cdm.dwd_gd_trvl_cont_yaw_di,gd_cdm.dim_gd_trvl_navi_di;350347,258694697,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dim_gd_trvl_navi_di;350347,258694697,gd_ads.dws_gd_trvl_diversity_bad_di,gd_cdm.dim_gd_trvl_navi_di;205682,101539611,gd_ads.ads_gd_trvl_3bad_4bad_di,gd_cdm.dwd_gd_trvl_route_drv_di;205682,101539611,gd_ads.ads_gd_trvl_change_toll_drv_1d,gd_cdm.dwd_gd_trvl_route_drv_di;205682,101539611,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_trvl_route_drv_di;205682,101539611,gismonitor.yaw_user_match_dd,gd_cdm.dwd_gd_trvl_route_drv_di;205682,101539611,gd_cdm.dwd_gd_trvl_highway_di,gd_cdm.dwd_gd_trvl_route_drv_di;205682,101539611,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_gd_trvl_route_drv_di;205682,101539611,gd_cdm.dwd_gd_trvl_alley_5link_di,gd_cdm.dwd_gd_trvl_route_drv_di;143537,218797830,gd_cdm.dwd_gd_trvl_opposite_strategy_di,gd_cdm.dws_gd_trvl_navi_drv_1d;350347,212109404,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dwd_gd_trvl_navi_trail_log_di;350347,212109404,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.dwd_gd_trvl_navi_trail_log_di;350347,212109404,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.dwd_gd_trvl_navi_trail_log_di;143537,217551841,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_trvl_linkpair_trail_di;143537,217551841,gd_ads.dws_gd_trvl_change_path_di,gd_cdm.dwd_gd_trvl_linkpair_trail_di;143537,217551841,gd_cdm.dwd_gd_trvl_highway_di,gd_cdm.dwd_gd_trvl_linkpair_trail_di;143537,217551841,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_gd_trvl_linkpair_trail_di;350347,242142609,gd_ads.dws_gd_trvl_change_path_di,gd_cdm.dwd_gd_trvl_path_detail_di;350347,242142609,gd_cdm.dwd_gd_trvl_highway_di,gd_cdm.dwd_gd_trvl_path_detail_di;350347,242142609,gd_cdm.dwd_gd_trvl_opposite_strategy_di,gd_cdm.dwd_gd_trvl_path_detail_di;201598,199440578,gd_cdm.dwd_gd_trvl_opposite_strategy_di,autonavi_navi.cml_offline_personal_od_cnt_target_drv_di;143537,218660434,gd_cdm.dwd_gd_trvl_highway_di,gd_cdm.dwd_gd_trvl_navi_trail_di;369466,247742297,gd_cdm.dwd_gd_trvl_route_detour_di,;350347,261568429,gd_cdm.dwd_gd_trvl_nopenalty_path_circle_di,gd_ads.dws_gd_trvl_navi_metric_drv_di;350347,261568429,gd_cdm.dwd_gd_trvl_highway_di,gd_ads.dws_gd_trvl_navi_metric_drv_di;350347,268703761,gd_ads.ads_gd_trvl_change_toll_drv_1d,gd_cdm.dws_gd_change_path_add_toll_di;143537,233474156,gd_cdm.dwd_gd_trvl_opposite_strategy_di,	gd_cdm.dwd_gd_trvl_navi_drv_di	205682	205682
gd_cdm.dwd_gd_trvl_navi_reroute_detail_drv_di	143537,218797830,gd_cdm.dwd_gd_trvl_opposite_strategy_di,gd_cdm.dws_gd_trvl_navi_drv_1d;350347,261568429,gd_cdm.dwd_gd_trvl_highway_di,gd_ads.dws_gd_trvl_navi_metric_drv_di;350347,261568429,gd_cdm.dwd_gd_trvl_nopenalty_path_circle_di,gd_ads.dws_gd_trvl_navi_metric_drv_di	gd_cdm.dwd_gd_trvl_navi_reroute_detail_drv_di	106847	106847
gd_cdm.dwd_gd_trvl_navi_trail_di	143537,217572322,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_gd_trvl_log_trail_di;350347,266864619,gd_ads.ads_gd_trvl_change_toll_drv_1d,gd_ads.dws_gd_trvl_change_path_di;350347,268703761,gd_ads.ads_gd_trvl_change_toll_drv_1d,gd_cdm.dws_gd_change_path_add_toll_di;185394,226426913,gd_cdm.dwd_gd_trvl_highway_di,;143537,217572322,gd_cdm.dwd_gd_trvl_opposite_strategy_di,gd_cdm.dwd_gd_trvl_log_trail_di;350347,266864619,gd_ads.dws_gd_trvl_change_path_di,;143537,217572322,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_trvl_log_trail_di;350347,268019921,gd_ads.dws_gd_trvl_diversity_bad_di,gd_ads.dws_gd_trvl_path_cover_metric_1d	gd_cdm.dwd_gd_trvl_navi_trail_di	143537	143537
gd_cdm.dwd_gd_trvl_navi_trail_log_di	106847,245529452,gd_cdm.dwd_gd_trvl_cont_yaw_di,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,263131727,gd_cdm.dwd_gd_trvl_cont_yaw_di,gd_cdm.dwd_gd_trvl_circle_detail_di;106847,245529452,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,263131727,gd_cdm.dwd_gd_trvl_circle_detail_di,;106847,245529452,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dwd_gd_trvl_circle_detail_di;369466,238872149,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_all_highway_link_detail;369466,269377248,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_ads.mds_gd_trvl_navi_link_invalid_backtrack_di;143537,231445623,gd_cdm.dwd_gd_trvl_nopenalty_path_circle_di,gd_cdm.tmp_no_penalty_all_case;185394,263131727,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_trvl_circle_detail_di;106847,245529452,gd_cdm.dwd_gd_trvl_circle_detail_di,;369466,238872149,gismonitor.yaw_user_match_dd,gd_cdm.dwd_all_highway_link_detail;369466,238872149,gd_cdm.dwd_gd_trvl_alley_5link_di,gd_cdm.dwd_all_highway_link_detail;369466,247742297,gd_cdm.dwd_gd_trvl_route_detour_di,;106847,245529452,gd_ads.ads_gd_trvl_change_toll_drv_1d,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,263131727,autonavi_navi.dwd_gd_trvl_circle_detail_naviaction,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,263131727,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dwd_gd_trvl_circle_detail_di;369466,238872149,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_all_highway_link_detail;143537,218797830,gd_cdm.dwd_gd_trvl_opposite_strategy_di,gd_cdm.dws_gd_trvl_navi_drv_1d;106847,245529452,autonavi_navi.dwd_gd_trvl_circle_detail_naviaction,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,263131727,gd_ads.ads_gd_trvl_change_toll_drv_1d,gd_cdm.dwd_gd_trvl_circle_detail_di	gd_cdm.dwd_gd_trvl_navi_trail_log_di	350347	350347
gd_cdm.dwd_gd_trvl_nopenalty_path_circle_di	106847,248658625,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_di;106847,248658625,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_di	gd_cdm.dwd_gd_trvl_nopenalty_path_circle_di	143537	143537
gd_cdm.dwd_gd_trvl_opposite_strategy_di	350347,268703761,gd_ads.ads_gd_trvl_change_toll_drv_1d,gd_cdm.dws_gd_change_path_add_toll_di	gd_cdm.dwd_gd_trvl_opposite_strategy_di	143537	143537
gd_cdm.dwd_gd_trvl_path_detail_di	143537,233474156,gd_cdm.dwd_gd_trvl_opposite_strategy_di,;185394,226426913,gd_cdm.dwd_gd_trvl_highway_di,;350347,268019921,gd_ads.dws_gd_trvl_diversity_bad_di,gd_ads.dws_gd_trvl_path_cover_metric_1d;106847,248658625,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_di;350347,268703761,gd_ads.ads_gd_trvl_change_toll_drv_1d,gd_cdm.dws_gd_change_path_add_toll_di;106847,247065994,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_di;185394,263858151,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_di;106847,249584144,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_di;350347,263000144,gd_ads.dws_gd_trvl_diversity_bad_di,gd_ads.dws_gd_trvl_path_pair_detail_di;106847,248658625,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_di;106847,249584144,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_di;350347,263000144,gd_ads.ads_gd_trvl_3bad_4bad_di,gd_ads.dws_gd_trvl_path_pair_detail_di;185394,263858151,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_di;350347,266864619,gd_ads.ads_gd_trvl_change_toll_drv_1d,gd_ads.dws_gd_trvl_change_path_di;106847,247065994,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_di;350347,266864619,gd_ads.dws_gd_trvl_change_path_di,	gd_cdm.dwd_gd_trvl_path_detail_di	350347	350347
gd_cdm.dwd_gd_trvl_penalty_circles_df	205682,260723005,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dim_gd_link_pair_penalty_features;205682,260723005,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dim_gd_link_pair_penalty_features	gd_cdm.dwd_gd_trvl_penalty_circles_df	205682	205682
gd_cdm.dwd_gd_trvl_penalty_detail_di	369466,255686431,gd_cdm.dwd_gd_trvl_route_detour_di,gd_ads.ads_gd_trvl_badcase_vitiation_detail_di;369466,255686431,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_ads.ads_gd_trvl_badcase_vitiation_detail_di	gd_cdm.dwd_gd_trvl_penalty_detail_di	369466	369466
gd_cdm.dwd_gd_trvl_route_drv_di	350347,258694697,gd_cdm.dwd_gd_trvl_cont_yaw_di,gd_cdm.dim_gd_trvl_navi_di;106847,247065994,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_di;106847,247065994,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_di;106847,249584144,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_di;185394,263858151,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_di;106847,249584144,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_di;185394,263858151,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_di;143537,218660434,gd_ads.dws_gd_trvl_change_path_di,gd_cdm.dwd_gd_trvl_navi_trail_di;350347,263000144,gd_ads.dws_gd_trvl_diversity_bad_di,gd_ads.dws_gd_trvl_path_pair_detail_di;143537,218660434,gd_cdm.dwd_gd_trvl_highway_di,gd_cdm.dwd_gd_trvl_navi_trail_di;201598,199440578,gd_cdm.dwd_gd_trvl_opposite_strategy_di,autonavi_navi.cml_offline_personal_od_cnt_target_drv_di;350347,263000144,gd_ads.ads_gd_trvl_3bad_4bad_di,gd_ads.dws_gd_trvl_path_pair_detail_di;143537,204207260,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di;205682,270308224,gd_cdm.dwd_gd_trvl_alley_5link_di,;185394,226426913,gd_cdm.dwd_gd_trvl_highway_di,;350347,212109404,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.dwd_gd_trvl_navi_trail_log_di;350347,212109404,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.dwd_gd_trvl_navi_trail_log_di;143537,204207260,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,;350347,212109404,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dwd_gd_trvl_navi_trail_log_di;143537,218797830,gd_cdm.dwd_gd_trvl_opposite_strategy_di,gd_cdm.dws_gd_trvl_navi_drv_1d;185394,269927063,gd_ads.ads_gd_trvl_3bad_4bad_di,;350347,267639907,gd_ads.ads_gd_trvl_change_toll_drv_1d,;205682,114650474,gd_cdm.dwd_gd_trvl_opposite_strategy_di,gd_cdm.dwd_gd_trvl_route_path_drv_di;205682,114650474,gd_cdm.dwd_gd_trvl_alley_5link_di,gd_cdm.dwd_gd_trvl_route_path_drv_di;194251,225956898,gismonitor.yaw_user_match_dd,;350347,258694697,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dim_gd_trvl_navi_di;350347,258694697,gd_ads.dws_gd_trvl_diversity_bad_di,gd_cdm.dim_gd_trvl_navi_di;350347,258694697,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dim_gd_trvl_navi_di;369466,257552603,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,	gd_cdm.dwd_gd_trvl_route_drv_di	205682	205682
gd_cdm.dwd_gd_trvl_route_drv_hi	205682,101539611,gd_ads.ads_gd_trvl_change_toll_drv_1d,gd_cdm.dwd_gd_trvl_route_drv_di;205682,101539611,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_gd_trvl_route_drv_di;205682,101539611,gd_cdm.dwd_gd_trvl_alley_5link_di,gd_cdm.dwd_gd_trvl_route_drv_di;205682,101539611,gd_ads.ads_gd_trvl_3bad_4bad_di,gd_cdm.dwd_gd_trvl_route_drv_di;186680,101556324,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dwd_gd_trvl_navi_drv_di;205682,101539611,gismonitor.yaw_user_match_dd,gd_cdm.dwd_gd_trvl_route_drv_di;205682,101539611,gd_cdm.dwd_gd_trvl_highway_di,gd_cdm.dwd_gd_trvl_route_drv_di;205682,101539611,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_trvl_route_drv_di;186680,101556324,gd_cdm.dwd_gd_trvl_opposite_strategy_di,gd_cdm.dwd_gd_trvl_navi_drv_di	gd_cdm.dwd_gd_trvl_route_drv_hi	205682	205682
gd_cdm.dwd_gd_trvl_route_path_drv_di	143537,217551841,gd_ads.dws_gd_trvl_change_path_di,gd_cdm.dwd_gd_trvl_linkpair_trail_di;143537,217572322,gd_cdm.dwd_gd_trvl_opposite_strategy_di,gd_cdm.dwd_gd_trvl_log_trail_di;143537,217550814,gd_cdm.dwd_gd_trvl_alley_5link_di,;143537,233474156,gd_cdm.dwd_gd_trvl_opposite_strategy_di,;350347,261568429,gd_cdm.dwd_gd_trvl_nopenalty_path_circle_di,gd_ads.dws_gd_trvl_navi_metric_drv_di;143537,217551841,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_trvl_linkpair_trail_di;350347,261568429,gd_cdm.dwd_gd_trvl_highway_di,gd_ads.dws_gd_trvl_navi_metric_drv_di;350347,242142609,gd_cdm.dwd_gd_trvl_opposite_strategy_di,gd_cdm.dwd_gd_trvl_path_detail_di;143537,217551841,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_gd_trvl_linkpair_trail_di;143537,217551841,gd_cdm.dwd_gd_trvl_highway_di,gd_cdm.dwd_gd_trvl_linkpair_trail_di;350347,268703761,gd_ads.ads_gd_trvl_change_toll_drv_1d,gd_cdm.dws_gd_change_path_add_toll_di;350347,242142609,gd_ads.dws_gd_trvl_change_path_di,gd_cdm.dwd_gd_trvl_path_detail_di;143537,217572322,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_gd_trvl_log_trail_di;143537,217572322,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_trvl_log_trail_di;350347,242142609,gd_cdm.dwd_gd_trvl_highway_di,gd_cdm.dwd_gd_trvl_path_detail_di	gd_cdm.dwd_gd_trvl_route_path_drv_di	205682	205682
gd_cdm.dwd_gd_trvl_valid_navi_route_drv_di	143537,203992510,gd_cdm.dwd_gd_trvl_circle_detail_di,autonavi_navi.dwd_gd_trvl_car_navi_trail_penalty_drv_di;143537,203992510,gd_cdm.dwd_gd_trvl_circle_detail_di,autonavi_navi.dwd_gd_trvl_car_navi_trail_penalty_drv_di	gd_cdm.dwd_gd_trvl_valid_navi_route_drv_di	143537	143537
gd_cdm.dws_gd_change_path_add_toll_di	350347,267639907,gd_ads.ads_gd_trvl_change_toll_drv_1d,	gd_cdm.dws_gd_change_path_add_toll_di	350347	350347
gd_cdm.dws_gd_trvl_coverage_1d	143537,203544688,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di	gd_cdm.dws_gd_trvl_coverage_1d	143537	143537
gd_cdm.dws_gd_trvl_navi_drv_1d	143537,233474156,gd_cdm.dwd_gd_trvl_opposite_strategy_di,	gd_cdm.dws_gd_trvl_navi_drv_1d	143537	143537
gd_cdm.dws_gd_trvl_route_navi_etau_1d	143537,201892771,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_ads.ads_gd_navi_feature_1d;143537,201892771,gd_cdm.dwd_gd_trvl_route_detour_di,gd_ads.ads_gd_navi_feature_1d	gd_cdm.dws_gd_trvl_route_navi_etau_1d	205682	205682
